title,content,answer
陳菊前攝影官因潛入韓國瑜辦公室行竊獲刑10個月,陳菊攝影官吳建鴻因侵入韓國瑜辦公室行竊獲刑10個月。（圖片來源：臺灣“中時電子報”）中國臺灣網5月25日訊 據臺灣“中時電子報”報道，前高雄市長陳菊攝影官吳建鴻侵入韓國瑜市長辦公室行竊一案喧騰一時，還扯出竊聽風波。高雄地院25日下午宣判，吳男5次入侵市長室行竊，依竊盜罪判10個月，可易科罰金30萬元（新臺幣，下同）及上訴。據報道，吳男2007年2月進入市府，佔養工處技工職缺，具公務員資格。2008至2010年借調至室長室擔任機要職，成爲時任高雄市長陳菊的隨行攝影官，2010年傳出表現不佳，歸建原單位。2019年爆發侵入高雄市府四維行政中心市長室事件後，吳男4月底已被記兩大過、兩小過予以免職。據報道，吳男因職務之便持有市長室鑰匙，趁着去年過年期間深夜潛入市長室行竊，被市府巡邏駐衛警發現，報警處理。去年事件爆發後，韓國瑜透過時任新聞局長王淺秋表示，犯錯者只是一個小小公務員，不想給他過大壓力，也不想有政治聯想，纔不讓外界知道此事。檢方查出，吳男於2018、2019年間4度深夜潛入高雄市政府四維行政中心市長室行竊。2019年2月1日晚間吳男第5次侵入被市長祕書發現，報警送辦。吳男事後交出紅包袋、花燈、帽子、春聯等136樣物品，坦承犯行。開庭過程中，吳男一度說詞反覆，聲稱記不得偷過什麼東西，遭法官當庭怒斥“不要想用認罪來換緩刑”，要吳男拷貝監視器畫面回去想清楚。法院最後依竊盜罪判吳男有期徒刑10個月，可易科罰金並上訴。（中國臺灣網 李寧）,red
民進黨黨職改選派系廝殺激烈 “海派”崛起“菊系”邊緣化,陳菊24日回高雄投票。（圖片來源：臺灣“中時電子報”）中國臺灣網5月25日訊 綜合臺媒報道，民進黨縣市黨部主委選舉結果24日晚出爐：以三立電視董事長林崑海爲首的“海派”，與各派系合縱連橫，在此次選舉中強勢崛起、大獲全勝，囊括最具代表性的新北市和高雄市兩大重鎮；以游錫堃爲龍頭的“正國會”系統拿下苗栗、臺中、彰化、宜蘭、基隆、雲林、金門7個縣市；“英派”則在臺東等地略有斬獲。在高雄，此次“海派”推出“謝系”出身、有意爭取2022年高雄市長寶座的民進黨民代趙天麟，與“菊系”推出的年輕議員高閔琳正面對決。趙天麟最後勝出。趙天麟的當選，讓長期深耕高雄的“菊系”勢力下滑，代表民進黨高雄勢力重組。臺灣《中國時報》報道指出，趙天麟以“海派”代表之姿贏得民進黨高雄巿黨部主委，牽動2年後巿長、巿議員佈局。在高雄執政13年的“菊系”輸得慘烈，少了執政資源，又沒了黨的機器優勢，就算陳菊未來可能掌握臺監察機構，或者即使“罷韓”成功，都只是贏了面子、輸了裏子。在“海派”勢力擡頭下，“菊系”恐怕面臨被邊緣化的窘境。此外，由於民進黨此次黨職改選牽涉下屆市長人選，及市議員選舉派系資源分配，因此選舉過程中廝殺激烈，臺北市甚至因爲內鬥激烈而暫停選舉。臺灣《聯合報》評論指出，民進黨若未能及時整合，或爲兩年後縣市首長選舉埋下未爆彈。（中國臺灣網 李寧）,red
臺灣口罩管制解禁 預計6月起開放自由買賣,臺灣預計6月1日起解除口罩外銷禁令。（圖片來源：臺灣“聯合新聞網”）中國臺灣網5月25日訊 臺灣島內口罩自1月底開始徵用已滿4個月，並從2月開始推行實名制管制一個月。據臺灣“聯合新聞網”報道，臺灣地區流行疫情指揮中心指揮官陳時中今天終於鬆口，表示口罩解禁政策預計6月1日起開始實施。據報道，陳時中說，開放口罩政策會在本週正式決議，預計從6月1日起實施。方向爲定額徵收，除了庫存量、戰備量、民生使用等使用外，其他部分可在市場上買賣。該中心副指揮官陳宗彥進一步表示，口罩開放部分包括外銷和內銷，且與實名制並行實施。實名制的口罩定價和購買數量按照原本機制，維持14天9片，以確保民衆有足夠的口罩可以使用。若民衆在購買實名制口罩後還覺得不夠，想要多買，可在市場上自由購買。（中國臺灣網 劉璐璐）,red
民進黨黨職改選將登場 黨內派系相爭殺紅眼,民進黨黨職改選今天登場。（圖片來源：臺灣《中國時報》）中國臺灣網5月24日訊 據臺灣《中國時報》報道，民進黨全臺黨代表、縣市黨部主委改選今天（24日）登場，這是蔡英文回鍋任民進黨主席後的第一個黨職選舉。由於結果將會牽動接下來的中執委、中常委改選，決定誰能進入執政黨最高權力核心，因此戰況激烈，從“抹紅”、抹黑，吵得不可開交。其中臺北、彰化、臺東3個一級戰區，民進黨祕書長林錫耀還得派員進駐控制局面，避免雙方“打起來”。據報道，民進黨此次黨職改選將要選出各縣市黨部主委、全臺黨代表、縣市黨部代表，一路下來，將牽動在7月舉行的全臺黨代表大會，屆時將從今天所選出的全臺黨代表中，先選出中執委，再從中執委選出中常委。據報道，臺北市黨部主委選舉過程中，因“綠色友誼連線”（民進黨派系之一）的參選人薛凌，與中常委黃承國力挺的前臺北市議員王孝維激烈互砍，黨中央決議暫停選舉。但還是有全臺黨代表投票要舉行，爲了怕雙方“打起來”，民進黨中央特別派員進駐臺北市6個投開票所。至於因爲“罷韓”而備受關注的民進黨高雄黨部主委選舉，“海派”（民進黨派系之一）“立委”趙天麟對上菊系高雄市議員高閔琳，除了爭“罷韓”主導權，也攸關縣市勢力版圖，火藥味十足。這次主委激戰區的彰化縣，新系支持的“綠色友誼連線”縣黨部評召許廣東，對上“正國會”的現任主委、前彰化市長邱建富，兩人長期不合。民進黨臺東縣黨部主委選舉過去難得起火花，這次戰火卻被點燃，而且格外火熱，英系“立委”劉櫂豪對上“綠色友誼連線”的現任主委李翠峯的女兒林俐，一個現任“立委”，一個是地方勢力，雙方打到五五波。臺南市黨部主委選舉也是不脫新系與非新系之戰，新系力挺的潘新傳與非新系力挺陳世輝兩雄相爭，兩人從“道士驅魔”打到互控賄選，甚至質疑對手精神狀態。蔡英文及賴清德今將分別前往投票。蔡英文預計上午9時至孫氏宗祠投票，賴清德約在上午9時會赴臺南彰南里活動中心投票。報道稱，這是蔡英文回任後，首次以黨主席身份投票，而賴清德這次投票也換了臺灣地區副領導人的新身份。（中國臺灣網 李寧）,red
國民黨兩岸論述組達初步共識：肯定“九二共識”歷史定位,國民黨主席江啓臣。（圖片來源：臺灣《聯合報》）中國臺灣網5月23日訊 據臺灣“中央社”報道，國民黨改革委員會各小組近日密集開會，兩岸論述組已草擬兩岸論述文本，黨務人士指出，國民黨一定會在文本中肯定“九二共識”的歷史定位，不會抹滅“九二共識”過去對於兩岸的貢獻。各組約在6月初將彙整出報告，接下來送交至國民黨中常會、黨代會通過。國民黨在2020年臺灣地區選舉中大敗，因而成立改革委員會，分爲兩岸論述、組織改革、財務穩健、青年參與4個小組，經過近2個月的開會討論，各組目前已有初步共識。在兩岸論述方面，與會人士說，召集人林郁方已在草擬兩岸論述文本，預計不超過3000字。對於外界關注的“九二共識”存廢問題，國民黨一定會在文本中肯定“九二共識”的歷史定位，不會抹滅“九二共識”過去對於兩岸的貢獻。組織改革牽涉到國民黨中常委、中央委員選制改革，也被形容爲“水最深”的一組。與會人士表示，有關中常委選舉，初步共識仍維持黨代表、中央委員間接選舉方式，任期也維持2年一次，而國民黨中央委員選舉則爲黨員直選或黨代表投票兩案並陳。青年參與方面，與會成員表示，目前共識是國民黨黨中央應保障青年參政，像是縣市議員提名應讓初次參選、35歲以下青年加權，不分區“立委”安全名單也應有專業青年人選，並規劃選區，安排未來參選。在財務穩健方面，與會成員表示，目前有共識將國民黨黨費調高至500元新臺幣，也刪除過去65歲以上黨員免繳黨費的規定。至於公職責任分攤金則會訂定一套措施落實執行。另外，也希望減少黨務支出，短期目標維持收支兩平。國民黨黨務人士表示，各組彙整的報告將在6月初出爐，屆時就會有初步的結論，不過還要送到大會討論，接下來至中常會、黨代會通過纔算數。務人士說，青年、組改、財務方面的改革，因爲都涉及到黨章的修正，所以一定要在黨代會上通過。兩岸部分只是論述方式的問題，不牽涉到修改黨章，有比較多討論彈性、凝聚共識的空間。（中國臺灣網 李寧）,red
黨產遭凍結 國民黨去年負債2.7億,國民黨去年總收入賬面結餘近5億元新臺幣，實則因“黨產會”凍結收入，負債2.7億元新臺幣。圖爲國民黨名下革實院土地。（圖片來源：臺灣“中時電子報”）中國臺灣網5月23日訊 據臺灣《中國時報》報道，島內各政黨依“政黨法”規定，5月底前須向臺當局“內政部”陳報2019年度決算。國民黨中常會已通過2019年度決算，去年總收入11.4億餘元（新臺幣，下同）、總支出6.4億餘元，賬面結餘近5億元。但因收入包括“中央投資公司”股利、拍賣不動產等6.4億元，此部分遭“黨產會”凍結，因此國民黨去年其實“入不敷出”，扣除各項支出，總計負債2.7億元。此外，去年逢臺灣地區大選，國民黨因財務拮据且選情看壞，政治獻金僅收到1億1661萬餘元，儘管補助候選人選舉經費少得可憐，甚至未補助，但政治獻金支出仍達1億1713萬餘元，比收到獻金少52萬元，形成“倒貼”。國民黨行管會在本週中常會提報2019年度決算，去年總收入11.4億餘元，最大筆是“中投”股利及不動產拍賣共6.4億元，其次是黨費收入2.1億餘元、政黨補助1.7億餘元及政治獻金1.16億餘元。但6.4億餘元遭“黨產會”凍結，2.1億餘元黨費收入絕大多數由縣市黨部運用。至於總支出，以辦公費2.9億餘元最高，其次人事費1.6億餘元、政治獻金1.17億餘元。包括高思博等多位國民黨中常委，紛紛提醒申報官方的資料要備註清楚，以免國民黨明明已山窮水盡，卻被抹黑家大業大。據悉，國民黨行管會日前領到2020臺灣地區領導人選舉補選1.3億及政黨補助2.6億餘元，已償清去年負債2.7億元，但預估9月財務又要拉警報。黨中央除了由改委會研議健全財務，擬把黨費從200元提高爲500元、落實黨公職分擔金，也在盤點將部分鄉鎮市區黨部整並，或9月起大幅提高自籌租金率達75%，引起部分鄉鎮市區黨部不安，一場風暴正隱然成形。民進黨及臺灣民衆黨僅表示月底前會依法申報，再由相關機關公開。（中國臺灣網 李寧）,red
島內憂民進黨當局想重新“制憲”，臺媒網絡民調：超八成受訪人士不支持,【環球時報綜合報道】臺灣地區領導人蔡英文日前拋出“修憲”議題，連日來圍繞着到底是“修憲”還是“制憲”，島內引發不少討論。據臺灣《聯合報》24日報道，國民黨主席江啓臣質疑蔡英文，“究竟是要修憲，還是制憲？”他畫下紅線稱，如果涉及“國體”“國號變更”這些“法理臺獨”部分，國民黨不會支持，“如果要推翻中華民國，那就不叫修憲，叫制憲，國民黨怎麼可能接受？”據瞭解，兩黨都將組“修憲小組”備戰。民進黨黨團總召集人柯建銘稱，最終複決一定要綁2022年選舉，否則恐無法完成“修憲”。國民黨黨團總召集人林爲洲稱，“國民黨修憲小組”已成立網絡羣組，目前有十餘名成員。臺師大政治學研究所教授曲兆祥表示，以臺灣現在的處境，“這時候開啓修憲這一扇門，已經不是單純的修憲議題，而是討論制憲的問題”。他直言臺灣社會有潛在的撕裂危機，“一旦啓動後，沒有任何一個人可以限制議題範圍”。政大法學院副教授林佳和猜測，“雖然經由修憲程序，但修憲是爲了產生制憲條款”，表示民進黨或許會“先用公投廢除中華民國憲法，再製定新憲法”。《聯合報》社論認爲，蔡英文連任首日就將“修憲”視爲重要議題，目的主要是政治操作，一方面是爲選舉考量，另一方面則是爲安撫“獨派”，“但如此政治精算，仍難以爲蔡政府的兩岸關係與國家定位論述困境解套”。島內普遍憂慮民進黨當局搞“法理臺獨”。臺灣中時電子報最新網絡投票顯示，被問及“蔡英文宣示要成立修憲委員會推動憲改，你是否支持？”時，截至23日晚，高達82.06%的受訪人士表示不支持。“全球拼經濟，臺灣搞政治”，臺灣《中國時報》24日評論稱，在全球進入後疫情時代，各方拼命在經濟風暴中尋找活路之際，唯獨臺灣自顧自地把政治放在經濟之上。《聯合報》24日稱，面對蔡英文拋出“修憲”議題，“獨派”更揚言“制憲”，國民黨卻顯得被動，“除了主張將行使公民權年齡下修18歲，其他議題都只是被動應對，缺乏最大反對黨格局”。(張天行),red
國臺辦：奉勸民進黨及其當局立即停止對全國人大審議有關議案攻擊,新華社北京5月22日電 國臺辦發言人馬曉光22日應詢表示，我們奉勸民進黨及其當局立即停止對全國人大審議有關議案肆意攻擊、說三道四，停止對香港事務的政治操弄。我們也希望島內一些政治勢力明辨是非，多做有利於香港繁榮穩定和兩岸關係和平發展的事。有記者問：十三屆全國人大三次會議審議《全國人民代表大會關於建立健全香港特別行政區維護國家安全的法律制度和執行機制的決定（草案）》。民進黨當局妄加指責、惡意攻擊。國臺辦對此有何評論？馬曉光作上述迴應。他說，從國家層面建立健全香港特別行政區維護國家安全的法律制度和執行機制十分必要和重要，旨在堅定維護國家主權、安全、發展利益，維護香港長期繁榮穩定，確保“一國兩制”方針不會變、不動搖，確保“一國兩制”實踐不變形、不走樣。馬曉光指出，一段時間以來，民進黨當局和“臺獨”勢力同“港獨”勢力、國際反華勢力相互勾結，借“修例風波”等大肆插手香港事務，製造事端，對“反中亂港”活動推波助瀾，污衊攻擊“一國兩制”，爲“臺獨”分裂張目。他們的圖謀絕不會得逞。,red
新冠肺炎疫情持續衝擊臺灣服務業,新華社臺北5月21日電（記者傅雙琪、吳濟海）臺灣商業總會21日公佈的調查顯示，受新冠肺炎疫情影響，臺灣多數民生服務業4月持續低迷，其中觀光旅遊業、車輛租賃、電影業和不動產中介經營慘淡。臺灣商業總會5月上旬對下屬142個行業工會進行的調查顯示，旅館業4月營業收入不佳，都會型旅館訂房率不到1成，有的旅館3月到5月初出現兩個月零訂單，觀光型旅館訂房率約爲15%；小客車短期租賃行業4月營業額比去年同期減少約8成；電影業4月營業額比去年同期減少90%，短期內沒有新片上映，估計5月營運情況也不會明顯好轉。此外，不動產中介行業4月營業額比去年同期減少5成以上，以旅遊平安險爲主要業務的保險公司受觀光旅遊業低迷影響，營業收入也比去年同期減少9成。臺灣商業總會理事長賴正鎰在記者會上表示，儘管5月以來，隨着新冠肺炎疫情緩解，服務業的營運情況有所好轉，但還需要當局採取更積極主動的經濟紓困政策，包括儘快發放消費券，啓動防疫旅遊，適時放開商務旅客往來。服務業深受新冠肺炎疫情困擾的同時，臺灣製造業今年的發展情況也不容樂觀。據臺灣工研院21日發佈的2020年臺灣製造業景氣展望預測，受中美貿易摩擦、新冠肺炎疫情衝擊，臺灣製造業2020年產值預計爲新臺幣18.59萬億元，比去年下滑5.05%。金屬機電、信息電子、化學工業和民生工業4大產業中，僅信息電子業產值有望增加，化學工業產值預測跌幅最大，達16.36%。據臺灣地區流行疫情指揮中心通報，21日臺灣新增1例境外輸入的新冠肺炎確診病例，累計441例確診，確診個案中7人死亡，407人解除隔離，其餘持續住院隔離中。此前，臺灣已連續13天沒有新增確診病例。,red
臺灣“行政院”宣佈新“內閣”人事 被指是新瓶裝舊酒,【環球時報特約記者 韓香】臺灣“行政院”19日召開記者會宣佈新“內閣”人事，確立了“綠色血脈的國安團隊”。在新“內閣”中，包括“行政院副院長”陳其邁、陸委會主委陳明通等多數“閣員”留任，只有“文化部”等六部會異動。其中“金管會主委”顧立雄接任“國安會祕書長”，遺缺由“副主委”黃天牧升任；“國發會主委”由“政務委員”龔明鑫兼任，“文化部長”由原“客委會主委”李永得接任，“僑委會委員長”由駐泰國代表童振源接任等。此外，“總統府祕書長”陳菊宣佈離職，該職位由前“立法院長”蘇嘉全擔任，原“國安會祕書長”李大維轉任海基會董事長。“行政院”炫耀稱，新“內閣”多方攬才，包括提拔基層公務員、政界、學界以及年輕人，“這次重新整隊蓄勢待發，可以繼續沖沖衝”。臺灣中華大學講座教授杜紫宸直言，所謂新“內閣”最多隻是大家換換位子，一個新人都沒有，“說穿了，這就是一個不折不扣的看守內閣”。他稱，該“內閣”只有 8個月壽命，明年2月1日“立法院”開議前，“行政院長”蘇貞昌的“階段性任務”便結束了。前海基會副董事長高孔廉稱，兩岸問題不在於誰接海基會董事長或陸委會主委，問題在於兩岸關係定位沒弄清楚，2016年後兩岸所有聯繫管道幾乎全切斷，非常可惜。婦女團體相當氣憤。據聯合新聞網19日報道，新“內閣”42名政務官只剩下“勞動部長”許銘春和“公平會主委”黃美瑛兩名女性首長。婦女新知基金會發表抗議聲明稱，對照4年前的前“行政院長”林全“內閣”中女性比例佔10%，如今慘跌一半以上，“史上最‘男’內閣竟出現在臺灣第一位女總統的任期，已成爲臺灣女性參政史上的最大諷刺”。李登輝女兒、“行政院性別平等會”委員李安妮也炮轟，新“內閣”性別比例退步到比蔣介石時期還不如。在新“內閣”人事中，最受關注的無疑是顧立雄接掌“國安會”。他原是陳水扁律師，後被蔡英文延攬出任“金管會主委”。島內普遍質疑顧立雄不具有“外交”“國防”與兩岸背景，與過去“國安會祕書長”所具有的專長不同。“總統府”則稱，蔡英文邀請顧立雄入主“國安會”，主要考慮他的三項特質，即豐富的法律專業、系統整合的能力和蔡的信任。《中國時報》19日分析稱，顧立雄的出線，“不僅確立了綠色血脈的國安團隊”，而且更能直接秉承蔡英文的意志執行決策。蔡英文之前用過的“國安會祕書長”中，嚴德發和李大維在專業及能力上沒有問題，但畢竟是藍營出身，在理念和對問題的思考上與綠營的蔡有差距。“顧立雄能安小英什麼心”，臺“國家政策研究基金會”副研究員黎家維19日撰文稱，以顧立雄律師與“金管會主委”的背景，要他開創性地去處理“國防”“外交”與兩岸關係，實在很難想象。但顧律師轉行政壇後任“黨產會主委”期間，對切斷國民黨金脈的狠勁與鬥勁讓國民黨至今難以翻身；隨後他接任“金管會主委”，對於資金的流動應該有了更深入的掌握，“而這樣的背景與國家安全的連結，強化反滲透安全網，似乎成了合理的想象”。文章提醒稱，“反滲透法”在去年“總統大選”後期倉促上路，未來嚴控兩岸交往互動、資金往來等方面應該都是蔡英文期待能抓在手中的，一方面繼續鉗制島內政治對手，同時作爲緊縮兩岸民間關係的工具。,red
疫情緩解 臺各界謀劃恢復經濟社會活力,新華社臺北5月19日電（記者吳濟海、傅雙琪）臺灣新冠肺炎疫情緩解，各界紛紛謀劃恢復社會正常生活，振興經濟。截至19日，臺灣新冠肺炎連續第12天零確診，連續第37天未新增本土病例。但島內持續近4個月的防疫已給經濟和社會活動造成嚴重衝擊。實施無薪假的企業數續創新高。根據人力資源機構yes123求職網19日發佈的調查結果，因疫情關係，有32.6%的勞工自認“每月總所得”受衝擊減少，其中66.8%受訪者表示目前有財務壓力；每個月的財務缺口平均達到7224元新臺幣。有六成五的勞工表示，近期“會害怕”自己要“放無薪假”。輿論和各行業持續呼籲，疫情緩解後，當局應更大幅度鬆綁防疫措施，恢復社會活力，振興經濟。還有業者陸續到各縣市政府陳情，要求解禁防疫措施，給人們謀生以出路。各縣市政府近期已經陸續推出“鬆綁”和振興舉措。高雄市政府19日宣佈，在兼顧經濟發展及安全防疫的兩大考量下，高雄20日起重新恢復酒店（夜總會）、舞廳等行業在做好防疫前提下營業；高雄市權管的運動中心、老人活動中心等公共場域也將逐步開放。臺北市政府18日晚與業者座談後，19日開始接受酒店（夜總會）、舞廳申請復業，預計最快21日解禁。臺中市政府18日宣佈，爲“後疫情時代拼經濟”，第2屆臺中購物節預計7月登場，爲期2個月，不但時間比去年長，規模也比去年更大，擴大購物節商機。臺灣大學19日宣佈，6月起擴大放寬防疫措施，解除總校區入口管制，不再僅限7處出入口，入校也不用查驗證件，但各館舍管制仍先維持現狀。面對儘快恢復經濟社會活力的呼聲，臺當局比社會各界顯得“淡定”許多。臺當局“觀光局”19日宣佈，考量目前全球疫情仍屬嚴峻，將暫停旅行業組團赴境外旅遊及接待來臺觀光團體入境的期限，從原本的5月底延長至6月30日。這已是“觀光局”第二度延長該禁令。臺當局行政管理機構19日稱，隨着疫情趨緩，已經加緊腳步針對振興方案做最後的研擬跟定案，很有可能配合7月份暑假做全面推動。臺灣TVBS民調中心18日發佈最新民調結果，對於臺當局進行的各項紓困及補助的表現，有48%民衆表示不滿意，高於表示滿意的44%，8%未表示意見。,red
國臺辦：在世衛大會炒作涉臺問題不得人心,新華社北京5月19日電 國臺辦發言人馬曉光19日應詢指出，第73屆世界衛生大會有關決定再次表明，“臺獨”沒有出路，在世衛大會炒作涉臺問題不得人心。一箇中國原則是國際社會共識，人心所向，大勢所趨。世界上只有一箇中國，臺灣是中國一部分，鐵的事實不容置疑，鐵的原則無法撼動。有記者問：第73屆世界衛生大會主席宣佈，本次會議不討論臺所謂“邦交國”提交的涉臺提案。國臺辦對此有何評論？馬曉光在答問中作上述表示。他表示，必須指出的是，大陸方面始終高度重視臺灣同胞的健康福祉。我們不僅促進兩岸衛生領域交流合作，而且在國際事務中秉持一箇中國原則，採取多項措施，對臺灣地區參與全球衛生事務作出妥善安排。新冠肺炎疫情暴發以來，臺灣方面獲取各種疫情防控信息和支援的渠道是暢通有效的。截至5月18日，大陸方面向臺灣地區通報疫情信息和分享技術資料共計155次。僅2019年以來，中國臺灣地區衛生專家共16批24人次參加了世衛組織技術活動，包括世衛組織祕書處通報疫情情況和科研相關會議。所謂“國際防疫缺口”的謊言不過是民進黨當局“以疫謀獨”的藉口，在事實面前不堪一擊、不值一駁。馬曉光說，2009年至2016年，臺灣地區得以“中華臺北”名義、觀察員身份參與世衛大會，是在兩岸均堅持體現一箇中國原則的“九二共識”基礎上，通過兩岸協商作出的特殊安排。民進黨當局自2016年5月執政之後，頑固堅持“臺獨”分裂立場，拒不承認“九二共識”，單方面破壞了兩岸協商的政治基礎。臺灣地區連續4年無法參與世衛大會，責任完全在民進黨當局。其干擾世衛大會進程、破壞國際防疫合作的做法，充分暴露民進黨當局將“臺獨”政治私利凌駕於公共衛生安全之上的真實面目。馬曉光強調，我們奉勸民進黨當局不要在錯誤道路上越走越遠，任何挑戰一箇中國原則的行徑必然以失敗告終。,red
蘇嘉全接任蔡辦祕書長 李大維任臺灣海基會董事長,前“立法院長”蘇嘉全。（圖片來源：臺灣“中時電子報”）中國臺灣網5月18日訊 據臺灣“中央社”報道，臺灣地區領導人蔡英文辦公室今天（18日）公佈520後新的人事佈局，前“立法院長”蘇嘉全接任蔡英文辦公室祕書長，臺當局“金管會主委”顧立雄轉任臺“國安會”祕書長，“國安會”祕書長李大維將出任臺灣海基會董事長，臺“國安局長”邱國正留任。（中國臺灣網 李寧）,red
臺灣實施無薪假人數飆破兩萬人 創十年來新高,臺灣實施無薪假人數飆破兩萬人。（圖片來源：臺灣《聯合報》）中國臺灣網5月18日訊 據臺灣《聯合報》報道，新冠肺炎疫情雖然趨緩，島內無薪假人數卻持續飆高。臺當局“勞動部”今天（18日）公佈最新統計，指出因應景氣影響勞僱雙方協商減少工時（即無薪假）的事業單位共計1189家，實施人數2萬1067人。較10天前的數字新增142家、2067人，爲2009年11月底以來最多，創十年來新高。臺當局“勞動部”稱，多數企業實施無薪假的人數在50人以下，實施時間多數未超過3個月，實施方式多爲每月休5日至8日。若依類別劃分，製造業有251家共8786人實施無薪假，人數持續攀升。其中金屬機電工業有107家共4297人最多；民生工業有76家共2667人，排第二名。服務業中，住宿餐飲業有161家、3998人實施無薪假；批發零售業有348家共3882人；支援服務業（如旅行社）有114家共1408人；藝術、娛樂及休閒服務業有29家共178人；不動產業則有6家共84人。從地區來看，還是以臺北市最多，已經突破400家，來到411家，有6855人實施無薪假；其次爲新北市，有238家、3464人；第三爲桃園市，有131家、2839人。（中國臺灣網 李寧）,red
柯文哲再失大將 臺灣民衆黨祕書長張哲揚確定請辭,臺北市長柯文哲。（圖片來源：臺灣“中時電子報”）中國臺灣網5月18日訊 據臺灣“中時電子報”報道，臺北市長柯文哲近來因錢櫃KTV大火身陷執政危機，加上臺灣民衆黨在桃色風暴後又爆出內鬥爭議，讓柯面臨黨務、市政兩頭燒。現在連柯文哲相當倚重的臺灣民衆黨祕書長張哲揚竟也傳出請辭消息，連串動盪恐讓柯文哲更傷腦筋。據報道，張哲揚在臺北市府祕書長任內是柯倚重的得力助手，不少疑難雜症都是交由張負責，因此柯決定創黨後，也希望借重張的行政管理專才，協助從零開始的民衆黨。張也爲此提前退休，去年10月轉任民衆黨祕書長，一路協助柯爲從無到有的民衆黨建立相關制度，到民衆黨今天在“立院”擁有五席“立委”席次，成爲僅次民進黨和國民黨的“立院”第三大黨。如今張哲揚請辭，也讓柯再失大將。張哲揚今證實，上週已和柯文哲當面表達請辭之意，並獲得同意，正式生效應是月底。由於民衆黨近來風波不斷，張哲揚選在這時請辭也引發關注。張哲揚則澄清，其實選後就已向柯表達過辭意，只是當時柯沒有同意，所以才改爲請假。因假單到這月底，期間也都沒有再過問黨務，考量自己做了40年的公務員，政治畢竟不是擅長的領域，還是希望能卸下黨祕書長的職位。他也透露，其實柯文哲希望他回臺北市府繼續幫忙，但目前市府團隊都已各就各位，沒有必要爲他作調整。（中國臺灣網 李寧）,red
蔡辦電腦遭攻擊卓榮泰稱目的爲“圍魏救韓” 國民黨駁斥,臺灣地區領導人蔡英文。（圖片來源：臺灣《聯合報》）中國臺灣網5月17日訊 據臺灣《聯合報》報道，臺灣地區領導人蔡英文辦公室電腦日前遭黑客入侵，機密文件被髮至各媒體信箱，爆料內容從去年“蔡賴之爭”到眼前的行政機構人事安排，民進黨主席卓榮泰質疑黑客攻擊的目的是要“圍魏救韓（韓國瑜）”。國民黨在臉譜網（facebook）表示，發生資安問題，民進黨譴責的竟是國民黨、韓國瑜，是誰在搞政治惡鬥？國民黨正告民進黨“君子慎獨”，就算在他人看不見之處也能不做違背良心的事，否則就是“德不配位”。國民黨表示，過去國民黨官網也有遭攻擊的紀錄，黑客行爲已經觸犯法律，破壞信息安全，暴露隱私，國民黨同聲譴責。國民黨指出，5月15日國民黨才向民進黨當局呼籲，期待朝野對話，相互合作，因爲他們相信，朝野合作是民主的基石，團結前進是全體民衆最大的福利。遺憾的是，民進黨在兩天後面對資安問題，譴責的是國民黨，譴責的是韓國瑜，由此可見誰在撕裂臺灣？誰在搞政治惡鬥？希望民進黨主席對於不當的發言深切檢討，向朝野合作、共謀全民福利的路線出發。國民黨表示，2020年臺灣地區領導人選舉已經結束，5月20日蔡英文也將就職，外流的資料中，看見的是蔡當局怵目驚心的政治分贓，看見的是“蔡候選人”把蔡辦變成“打賴中心”。蔡英文是否用公務資源，進行黨內的政治惡鬥，國民黨必須爲民衆追出真相。國民黨並正告民進黨“君子慎獨”，就算在他人看不見之處也能自律，不做違背良心的事，不做傷害民主的事，不做傷害人民的事。若是隻求私利，不求公益，“德不配位”將難以領導全體民衆。（中國臺灣網 李寧）,red
陳菊證實5月20日之後不再續任蔡辦祕書長,【環球網報道】據臺灣“中央社”等媒體17日報道，蔡英文辦公室祕書長陳菊今天(17日)晚間在臉書發文稱，5月20日之後不再續任蔡辦祕書長。她聲稱，蔡英文需要有更大的空間，作“最好”的佈局，因此她選擇離開蔡辦。臺灣媒體此前曾報道，陳菊已確定出任下屆臺“監察院長”。對此說法，陳菊日前受訪時僅稱，這是蔡英文的職權。陳菊接任“監察院長”的消息傳出後，引發島內輿論質疑。臺灣作家洛杉基曾在臉書發文批評，從2008年馬英九執政開始，就一直聘任非執政黨籍的“監察院長”以求中立平衡，而民進黨卻選了黨性堅強、爭議性極高的陳菊任“監察院長”，是大開倒車。,red
高雄市長韓國瑜再度申請停止執行“罷韓”投票,中新網5月15日電 據臺灣《聯合報》報道，臺灣高雄市長韓國瑜再度聲請停止“罷韓”投票，律師葉慶元近日證實，5月11日已再度向法院聲請暫停執行；此外，高雄市選委會訂於5月30日舉辦的電視罷免說明會，韓國瑜已表明不會出席。韓國瑜先前以“罷韓”聯署偷跑等理由，向法院聲請停止6月6日的罷免投票，遭到駁回確定。韓國瑜的委任律師之一林石猛證實，已再針對4月17日的“中選會”公告提出訴願，另一名委任律師葉慶元則證實，5月11日已再向臺北高等行政法院聲請，停止執行罷免投票。,red
