title,content,answer
美拉攏印度 促供應鏈去中化,美國拉攏歐亞盟友抗中的動作頻頻。美國國務卿蓬佩奧（Mike Pompeo）在美東時間22日表示，印度是美國印太戰略重要的合作夥伴，印度應專注國內供應鏈，將供應鏈移出中國，並在電信、醫療產品等領域上應減少對中國的依賴。蓬佩奧近期前往英國進行訪問，除了談及中國涉港問題和華為議題外，他與英國首相強生（Boris Johnson）也討論如何壓制中國日益壯大的影響力。此外，自中印爆發邊境軍事衝突後，美國也正持續向南亞重要盟友印度招手。綜合外電報導，蓬佩奧出席美印工商理事會舉辦的「印度思想峰會」視訊會議時表示，中國近期侵略印度引發衝突的行為令人不可接受，「但我們確信通過共同努力，將能保護我們的利益」。蓬佩奧指出，印度應將供應鏈移出中國，並減少在電信、醫療產品和其他領域上依賴中國。他強調，印度是少數國際信任的國家之一，且是美國外交政策重要的夥伴，希望美印之間能持續強化合作關係。他也透露，美國已邀請印度總理莫迪（Narendra Modi）出席即將舉辦的「七國集團」（G7）峰會。值得注意的是，蓬佩奧預計於美東時間23日下午在加州就「共產主義中國和自由世界的未來」發表重要談話，尤其是在美國日前突然下令關閉中國駐休斯頓領事館後，蓬佩奧對外發言也將成為外界關注焦點。中印6月15日在兩國邊境地區加勒萬河谷爆發嚴重軍事衝突，雙方均造成人員雙亡。此後，中印邊界事務協調與協商工作機制小組多次進行談判，最終在7月6日達成協議，雙方軍隊已自拉達克東部加勒萬河谷撤軍，並建立緩衝區。不過，兩國之間的爭端並未就此結束。印度政府近期宣布禁止微信、字節跳動等59款中國應用程式。此外，印度政府也將阿里巴巴、騰訊、華為等至少七家於當地營運的中資企業，認定為與中國軍方有關聯，為中國政府從事情報搜集工作，印度正考慮對這些企業採取限制措施，以降低相關企業在印度經濟的參與度。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
操盤心法－台股投資價值在實力＋成長機會 非指數高點,盤勢分析：美國突然要求中國關閉休士頓使館，川普並揚言要關閉更多使館，因為情報顯示使館就是中國間諜中心，已經把電影情節和現實結合，不過，全球都知道這是選舉策略，川普選情危急，等著中國民族主義失控與報復動作激發美國選民的愛國心。美國大選倒數接近百日，美國川普政府賭三件事，其一是積極推動疫苗，最快10月獲得批准；其二是失業救濟金、紓困金或其他各種名義的現金援助不能斷，這筆紓困金對美國基本生活消費、科技產品需求，甚至投資股票都有明顯效果；其三是逼迫中國在科技、農產、人權等多層面承認美國再度偉大，特別是香港國安法事件讓川普顏面無光選情急轉直下，7月起美國對中國指責動作持續，緊張氣氛快速升高。聚焦台股較實際，以7月迄今指數上漲，台積電貢獻指數漲點75％，台積電占指數權重達26.3％創新高，但指數挑戰12,682點，多數投資人居高思危減碼，部分個股逆勢下跌。台股投資價值在「累積實力掌握成長機會」的公司，台積電與聯發科都是明例，大立光實力強但成長不若前幾年。換言之，12,682點會不會過關鍵是大型權值股，台積電股價上漲1元拉高指數10點，但指數往上震盪空間會變大，只有持續累積實力並且掌握成長機會的個股，才能擺脫指數創高的心理壓力，這些個股其實很多，如台達電累積能源產業實力並且掌握到綠能成長機會，股價亦創歷史新高。相較之下，生技新藥股走勢與指數無關，偏向投機短線股價漲跌。要注意的是中國科技股變化，7月16日中芯國際回到上海A股科創版IPO，市值約台幣2.5兆（台積電市值的四分之一），一躍成為A股市值最高的半導體股。此外，緯創把大陸子公司賣給立訊然後投資立訊股權，蘋果供應鏈版圖面臨調整，過往蘋果藉扶植和碩制衡鴻海議價能力，這次換成扶植立訊，對鴻海中國生產基地挑戰更直接。中國發展科創版，香港推出科技指數，但中國科技股攙水嚴重，本益比都40～50倍以上；台股大部分科技股獲利與配息穩定，本益比卻僅1半，本益比評價不僅與現況背離，更可能是台股拉回修正的危險因子。台股要徹底拿掉本益比的鍋蓋，才能在未來全球科技霸權縱橫時，持續壯大實力並且掌握機會，這比指數過高與否更重要。投資策略：聯發科財報利多可期，月底法說會前人氣匯集，具備成長題材的科技股包括半導體、HPC高速運算、IC設計、PCB、車用電子、替代能源等。目前偏多心態不變，但風險控制不可缺，任一個股高檔爆量收黑減碼、高檔跌破月線換股操作。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
美中外交戰 持續延燒 川普嗆可能關更多大陸領館,美國國務院下令關閉大陸駐休士頓總領事館，美陸角力再升級到外交戰。美國總統川普放話，其他領事館也有可能被關閉，大陸駐舊金山領事館傳出可能是下一個。法院文件顯示，具解放軍背景的陸籍訪問學者唐娟因為簽證詐欺遭美國聯邦調查局（FBI）通緝，而舊金山領事館卻涉嫌窩藏她，這起新案件料將使美陸關係雪上加霜。窩藏通緝犯 傳再撤舊金山領館川普22日在白宮記者會，針對關閉更多大陸駐美領館表示：「這永遠是有可能的。看看正在發生的事。我們以為中國駐休士頓總領事館有火災，我猜他們是在燒檔案或燒文件，我很好奇這是怎麼回事。」被問到美方希望發出何種訊號時，白宮顧問康威則說，川普總統「對中國不高興」，他「一直對中國處理疫情的狀況不滿，而病毒已經殺死了14萬美國人……我們至今也沒從中國得到什麼資訊。」華裔人口多 關閉影響非同小可美國國務院限令陸方關閉領事館，據稱是為「保護美國智財權與美國人的個資」。國務卿蓬佩奧亦指控陸方竊取歐美智慧財產，此舉影響了全球「數十萬個工作機會」。他並稱：「我們正在就中共如何表現，制定出明確的預期要求。……當他們沒有做到時，我們將採取行動」。共和黨籍聯邦參議員魯比歐更稱，休士頓領事館「不是外交設施。它是共產黨在美國的巨大間諜和影響行動網路的中心樞紐。」亞太事務助理國務卿史達偉也指控說，休士頓領事館有參與「顛覆活動」的歷史紀錄，也是美國境內竊取研究成果的中心。華春瑩推文 要美收回錯誤決定大陸外交部發言人華春瑩於推特發文，重提駐美大使館已因美國的煽動，收到炸彈及死亡恐嚇，要求美方撤回錯誤決定，駐美大使館亦痛批美方挑釁，蓄意破壞陸美關係。香港《南華早報》23日報導指，大陸將關閉美國駐成都總領事館，以示報復。前美國代理國家情報總監格倫內爾則稱，大陸駐舊金山領事館可能下一個遭美方關閉。據美媒指出，川普政府有想過關閉舊金山領事館，但那座領館「規模太大，也太重要了」，因為舊金山市華裔人口眾多，有大量赴陸簽證申請，最後川普政府還是暫時放棄了動該領館的念頭。駐舊金山領事館顯然已被美方盯上。據美國網媒Axios報導，舊金山地方法院7月20日發出的文件顯示，唐娟 （音譯，Tang Juan）6月20日因簽證欺詐接受FBI約談後，躲入該領館。唐娟以J-1訪問學者簽證到加州大學戴維斯分校擔任研究員，資料顯示當初她在申請簽證時，表明自己與解放軍無任何關係。然而，FBI的調查發現，唐娟曾替隸屬於解放軍的空軍軍醫大學工作，是現役軍人。FBI搜索她的住處後，找到直接證據顯示她隸屬於解放軍。聯邦檢察官6月26日正式以簽證詐欺起訴唐娟。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
天問奔火星 陸飆出最高速度,大陸由長征五號遙四運載火箭搭載的「天問一號」火星探測器，於23日中午在海南文昌航太發射場成功發射，飛行約2167秒後，將探測器送入預定軌道，開啟火星探測之旅。陸方聲稱，此次發射任務，長征五號飛出了大陸運載火箭史上的最快速度，有一部分火箭助推段因此成為人造行星。這是長征五號系列運載火箭的第五次發射任務，是2020年第二次執行發射，也是首次執行應用性發射任務。而「天問一號」將在地火轉移軌道飛行約7個月後，於2021年2月左右到達火星附近，通過剎車完成火星捕獲，進入環火軌道，並擇機展開著陸、巡視等任務，進行火星科學探測。陸火星探測 2016年立項大陸「天問一號」火星探測任務於2016年1月經中共黨中央、國務院批准立項，由大陸國家航天局組織實施，具體由工程總體和探測器、運載火箭、發射場、測控、地面應用等五大系統組成。並與歐空局、法國、奧地利、阿根廷等組織和國家開展了多項合作。大陸國家航天局探月與航太工程中心是此次發射任務的工程總體單位，中國航太科技集團旗下中國運載火箭技術研究院抓總研製運載火箭系統；中國空間技術研究院和上海航太技術研究院抓總研製探測器系統；中國衛星發射測控系統部負責組織實施發射、測控；中國科學院國家天文台抓總研製地面應用系統，負責科學資料接收、處理、存儲管理等工作。大陸首次火星探測任務新聞發言人、國家航天局探月與航太工程中心副主任劉彤傑23日表示，此次火星探測任務的工程目標是實現火星環繞探測和巡視探測，獲取火星探測科學資料，實現中國在深空探測領域的技術跨越、建立自主深空探測工程體系、推動中國深空探測活動可持續發展。劉彤傑說，此次火星探測任務的科學目標，主要是實現對火星形貌與地質構造特徵、火星表面土壤特徵與水冰分布、火星表面物質組成、火星大氣電離層及表面氣候與環境特徵、火星物理場與內部結構等的研究。胖五陸運載力最大火箭搭載「天問一號」的長征五號運載火箭是大陸新一代大推力液體運載火箭，採用「兩級半」構型，火箭芯級直徑5公尺，捆綁四個直徑3.35公尺的助推器，全部採用液氫、液氧、煤油等無毒無汙染推進劑；火箭全長近57公尺，起飛重量約870噸，起飛推力超過1000噸，地球同步轉移軌道（GTO）運載能力可達14噸，是目前中國運載能力最大的火箭。因體型比其他長征火箭更加寬大。因此也被大陸稱為「胖五」火箭。長征五號火箭總設計師李東介紹，此次發射飛出了中國運載火箭每秒11.2公里的最快速度。當航天器的速度達到每秒11.2公里的第二宇宙速度時，就可以完全擺脫地球引力，往太陽系內的其他行星或者小行星，也被稱為「逃逸速度」。因此長征五號的火箭一級段殘骸都落入了海南附近的公海，而末級段則由於速度太快，將留在太陽系中飛行，成為環繞太陽的一顆人造小行星。軍工火箭概念股樂翻天而「天問一號」23日成功發射，也帶動大陸軍工火箭概念股全面走揚，個股迎來4至10%的漲幅。東興證券軍工行業首席分析師陸洲表示，航太軍工是是大國博弈主戰場。從國家意志自上而下看，軍工行業的投入增長確定性高，從產業鏈反饋看，一些企業已經出現訂單顯著增長的跡象。從形成戰備能力角度看，消耗性裝備、高頻使用裝備的大幅放量增長勢在必行，行業成長空間、估值體系會迎來雙擊。此外，當前國際正迎來火星任務發射密集期，阿拉伯聯合大公國已於20日發射「希望號」探測器；繼23日大陸「天問一號」發射後，美國的「毅力號」也將於近期發射。這是因為地球和火星大約每兩年多才能「相遇」，今年7、8月是兩顆星球距離最近的時候，此時發射能有效節省飛行所需的燃料。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
工商社論》中美對抗升級對台灣的嚴峻考驗,從2018年1月美國總統川普片面宣告對大陸進口到美國的貨品課徵懲罰性關稅，正式掀起中美兩國的貿易戰以後，陸方不甘示弱也以對自美進口的貨品提高關稅回敬。雙方開啟一邊互徵關稅，一邊又進行談判的詭異互動新樣態。然而，這種談談打打互探虛實的模式在進入2020年後，由於新冠疫情的爆發，美方先是指控大陸隱匿疫情，繼而又抨擊世衛組織（WHO）偏袒大陸。使中美的衝突對抗，從第一階段的貿易戰，迅速升級為科技戰。先是升級對華為的制裁，威逼利誘包括英、澳、日等國加入，進而又禁止包括美企在內的各國ICT業者出售關鍵零組件給予以華為為首大陸資通訊業者，匯整升級為包括科技戰與資訊戰在內的中美第二階段對抗。儘管中美第二階段的戰火還在持續燃燒，但雙方對抗的議題和戰場卻是不斷的快速擴散中。先是在今年6月美方宣布將大陸四家新聞媒體列入「外國代表機構」，陸方也立即對等反制，要求美國四家媒體應揭露在大陸的資訊，讓新聞媒體也遭到雙方對抗的池魚之殃。同樣自今年6月起，雙方的戰場則又擴及到包括在台海過招、掀動新一波的南海爭議，以及針對最新的港版國安法雙方互祭簽證限制。相較於前述第一、二階段的關稅貿易戰和科技、資訊戰，台灣夾處兩隻大象的拉扯互鬥中，固然也難免會受到一定程度的衝擊影響，尤其是企業界必須煞費苦心的避免受到波及，進而找尋空隙之中的機會之窗。然而，等到中美對抗的場域擴及到在台海過招，不論是大陸軍機的頻繁擾台，或美國軍機船艦一再逼近台海空域巡航，從國安的角度來省視，不只要繃緊神經擔心，中美雙方一旦擦槍走火，則台灣所承受的池魚之殃可將是不可承受之重！除了在台海過招，美方日前又另闢戰場，聲稱大陸在南海的領土聲索並未獲得國際公法的認可。此雖是老調重彈，美方此時此際如此放話，則是意在離間越南與菲律賓和中國的關係。但對在台灣的中華民國來說，從開國以來有關南海為固有領土的論述形同被以美國為代表的西方世界所否定，則包括在南沙群島的太平島，乃至於東沙島，等於也被捲入能否保疆衛土的國際風險中。至於港版國安法所引發包括美、英帶頭與中國之間的對抗，對香港而言無疑是首當其衝。其區域貿易轉運中心和國際金融中心的優勢是否能夠維繫固然是充滿懸念，但是以台灣向來和香港之間緊密而又互補的經貿合作機制，一旦遭到破解，到頭來台灣可能還是要吞下池魚之殃的苦果。綜觀從2018年1月迄今兩年半的中美對抗戰，美方迄今其實已經先後在經貿關稅、資訊科技，以及實體的台港南海領域分別開闢戰場。但這就是中美兩強對抗的全貌嗎？不待各方揣測，曾經擔任川普政府首席策士的班農，於20日接受美國福斯新聞網訪問時，透露白宮其實已經制定一套旨在解體中國的完整「作戰計畫」。第一個步驟是先啟動「對抗」，終極目標則是要「擊垮」中國。班農在訪談中，並具體指證川普不只動員包括美國國安顧問、國務卿、聯邦調查局、司法部、財政部等不同部門規畫，啟動一波波具針對性的攻擊行動，同時也積極結合包括英、日、澳、印等國一起加入對中國的封鎖、打擊計畫。依班農之言，則台灣的處境其實不只是夾處在中美兩隻大象的拉扯互鬥賽局而已，而是陷入更嚴峻的以美國為首的反中集團的不對等賽局中。台灣要如何趨避、取捨，不只是當國者無可迴避的挑戰與職責，包括各行各業同樣也不能心存僥倖，甚至無知到認為事不關己。面對這種兩難卻又無可迴避的風險與衝擊，台灣的確需要務實的加緊啟動針對中美全面對抗的「超前部署」，否則即使只是一次在台海周遭中美機艦互別苗頭的擦搶走火，所可能帶來的傷害，絕對是台灣不可承受之重！中美對抗不斷升高，甚至已到互撤總領事館的外交戰領域，也許有人認為這是台灣掙脫外交被孤立的轉機，但從長遠和國際視野觀察，一旦中方被逼到牆角，台灣做為美國箝制中方的棋子角色，可能反而成為中美對抗全面化的首當其衝受害者！知我者謂我心憂，但台灣如何自處、自保，確是不容輕忽的嚴峻考驗！中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
大陸外交不再「戰狼」,大陸外交部新任發言人汪文斌亮相，引起兩岸輿論關注。汪曾任大陸駐突尼西亞大使，看起來儒雅、穩健，不似「戰狼」型發言人。大陸網民對這位新發言人頗有期待，在網路留言中期許，新發言人能夠少一些鬥爭性，多一些魅力攻勢。過去一段時間，大陸網民總是吐槽發言人，認為姿態太軟，應該更加硬氣，外交部發言人果然展現「狼性」。近來大陸民間對外交的思考轉趨理性化，以大陸目前對外的處境，這樣的聲音難得且珍貴，也與學界呼籲的外交轉型相契合。在百年大變局的關口，大國之間的競爭加上誤判、誤解加重劍拔弩張。在互信下滑、互懟漸成常態背景下，外交工作若能更回歸外交本質，當能為競爭潤滑、為火藥味降溫。大陸日益走近世界舞台中央，一言一行更為世界矚目，如何在與複雜世界的溝通中增進自己的可信度、可親度，亦需要重溫外交的本質來尋找答案、探尋路徑。外交的本質是以和平方式、智慧手段來解決國家間爭端，目標是增進理解、結交朋友，維護和平、推進合作。因而，首先在外在表現上，外交臉應該是微笑式的而不是嚴肅的，外交人的身段應該是柔軟的而不光是強硬的，外交語言應當是嚴謹而又豐富的。中國語言博大而優美，在「懟」這一簡單情緒化表達之外，一定可以找到更富中國修養、更能連接彼此的表達與回應。早年美國代表團訪華，曾有一名官員當著大陸總理周恩來的面說：「中國人很喜歡低著頭走路，而我們美國人卻總是抬著頭走路。」周恩來不慌不忙，臉帶微笑地說：「這並不奇怪。因為我們中國人喜歡走上坡路，而你們美國人喜歡走下坡路。」在國際會議上邀請各國觀眾欣賞大陸越劇電影《梁山伯與祝英台》時，周恩來介紹這是中國的《羅密歐與茱麗葉》，拉近文化距離。女外交家傅瑩在擔任駐外使節過程中，在危機關頭總能用耐心對話、細緻說理、善講故事等柔性方式打破僵局。面對日益複雜的外部環境，面對一些國家越來越多的甩鍋和無端指責，大陸更需要不慌不忙地用事實、資料、故事和同理心來讓外界瞭解真相、認識大陸。其次，多管道主動斡旋改變局面。外交的本質是通過非武力、非強制的形態化解爭端或緩和危機。無論情況多麼艱難，外交工作的使命也是要探究事態迴旋的可能性。一位資深外交官曾說，好的外交家，不是盲目強硬，而是知道國家的核心利益在哪裡。要懂得在合適的時間、合適的問題上，做出合適的妥協。大陸國務委員兼外長王毅曾積極斡旋緬甸與孟加拉之間的紛爭，創造性地提出了三步走方案，並獲得了孟緬雙方贊同，為推動雙方對話協商解決問題做出了貢獻。面對美國等西方國家近來在多個層面的攻擊，大陸應當意識到，這是非常態的美國，大陸不能隨之起舞、輕易掉入冷戰的陷阱，而是發揮創造性，在更多的空間、層面來斡旋、改善中美關係，包括有效地運用協力廠商來溝通、調節中美關係，啟動和開放所有中美對話管道來增進理解，甚至可以尋找合適的機遇來再現乒乓外交的破局之舉。過去大陸外交多是被動跟進式的，現在開始轉向主動，應該積極引導事物發展的走向。大陸駐美大使崔天凱近日說到，如果拿開車來比喻的話，是我們要把握好方向盤，這是關鍵。其三，廣交朋友。衡量外交工作的成效之一，是看朋友有多少。交朋友要主動提供公共產品，包括有形的產品──疫苗、防疫物資等，也包括無形的產品，如問題解決方案、有效的倡議等等。當前一部分國家開始推行認同政治，加深意識形態鴻溝，大陸更要發揚和而不同的品質，致力於建設一個多極化的世界，繼續保持開放的姿態，推動在應對新冠疫情和經濟復甦等多個領域的國際合作。外交和內政難免相互影響，但這種影響應當是正面和互益的。當下大陸的民族主義情緒在向理性面轉變，外交工作可以放下包袱，循著專業主義路徑前行。讓外交回歸外交，既是術業專攻使然，也是現實情勢使然，這會最大程度維護大陸利益，也會向世界呈現一個強了也不稱霸的中國。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
台港陷入雙輸困境,香港主權回歸中國23年，台灣駐港與香港駐台機構，基本維持良性互動。但《香港國安法》施行後，台港為了派駐機構人員簽證問題，隔空較量，激烈攻防，讓台港關係兩敗俱傷並陷入雙輸困境。台灣駐港機構從上世紀港英政府治理香港殖民地時期，即由外交部統籌，並以民間機構的「中華旅行社」執行駐港事務，相關黨政機關駐港人員加以輔助。隨著香港主權移交，台港關係結構調整，駐港機構即改由大陸委員會統籌，並另訂《港澳關係條例》規範雙邊交流事項。陸委會現行駐港機構（會內稱「香港辦事處」，在港稱「台北經濟文化辦事處」），根據雙方約定，派駐人員的工作簽證或駐港機構的運作，都必須接受香港特區政府相關法律的規範，但基於互信與默契，雙方對部分規範細節始終保持「戰略模糊」，並未衍生公開爭議。其中，對駐港代表與主要駐港人員在申請駐港工作簽證時，是否必須簽署有關遵守「一個中國」原則承諾書的爭議，據知情者透露，97之後，香港特區政府確曾要求駐港代表簽署具有政治意涵的文件，而這項文件的依據就是北京對香港特區處理涉台問題的「錢七條」。1995年6月，大陸前副總理錢其琛發表《香港涉台問題基本原則與政策》（錢七條」）提到：台灣現有在香港的機構及人員可繼續留存，他們在行動上要嚴格遵守《香港基本法》不得違背「一個中國」的原則，不得從事損害香港的安定繁榮以及與其註冊性質不符的活動。香港特區自成立以來，對台灣駐港代表申請簽證即要求承諾遵守基本法，這項蘊含一中原則的承諾，旨在不會從事「與註冊性質不符的活動」，因具有各自表述的模糊空間，藍綠政府的駐港代表，在折衝溝通後也都務實接受；同時，駐港機構的郵包進出海關都還擁有等同「外交郵袋」的待遇，顯見雙方的務實進取。但近年香港抗爭事件頻發，民進黨政府以支持民主為名，屢屢聲援，並宣布將給予人道救援等政策承諾，台港關係急轉直下。香港雖是中國特區，但對發生在香港的占中事件、反送中運動，甚至黑衣人暴亂事件，北京幾乎定性為外國與境外勢力幕後策動的「顏色革命」。基於「港人治港」的政治承諾，北京敢怒敢言，但就是不能公開「插手」香港事務，直到暴亂情勢失控，中聯辦招牌遭到汙損，北京才意識到必須直接出手管控香港亂局。因此，重整中聯辦、升格港澳辦、授權全國人大常委會制定國安法，即成為遏制香港動亂的組合拳。當北京將香港動亂定性為反對派和外國與境外勢力勾結，北京就已把矛頭指向美英「外國勢力」，以及專指民進黨的「境外勢力」。在《香港國安法實施細則》施行後，因各方缺乏政治互信，細則規範過於寬泛，導致國際社會普遍反彈，美國強勢取消香港優惠待遇，各項對港制裁接二連三，讓北京更加騎虎難下。台港關係是兩岸關係的縮影，中美衝突加遽勢必衝擊兩岸的未來走向。在兩岸三地風雨飄搖之際，香港特區政府若增加要求台灣駐港機構承諾遵守《香港國安法》，或要求承諾「就涉港活動提供資料」，民進黨政府究竟是選擇針鋒相對、兩敗俱傷？或尋求溝通管道化解分歧？這是蔡英文國安團隊當前的首要課題。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
白頸長尾雉 現身江西九嶺山,江西九嶺山自然保護區管理局再傳喜訊，該保護區璪都保護管理站工作人員，在查看提取的紅外相機監測資訊時，再次清晰發現大陸國家一級重點保護動物白頸長尾雉身影。至此，九嶺山保護區第8個公里網格點拍攝到白頸長尾雉，其中璪都保護站5個、寶峰保護站1個、大杞山保護站1個、青山保護站1個。白頸長尾雉數量極為稀少，對環境要求極高。九嶺山保護區公里網格監測系統不斷出現白頸長尾雉、獼猴、白鷳、班頭鵂鶹、灰臉鵟鷹等國家重點保護動物，既體現了九嶺山保護區生態保護成效，也顯示了九嶺山保護區野生動物的豐富性。白頸長尾雉是中國特產鳥類，性膽怯而機警，善長飛行與奔走，雄鳥羽色鮮豔，民間稱其為神龍見首不見尾的白仙子。白頸長尾雉已經列入中國重點保護野生動物名錄，屬一級保護鳥類，被列入《中國瀕危動物紅皮書》。中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
陸關閉美駐成都總領事館原因曝光 日媒驚爆竟和西藏有關！,日前美國宣布關閉大陸駐休士頓總領事館後，大陸也祭出反制措施，撤銷對美國駐成都總領事館的設立和運行許可，並要求該總領事館停止一切業務和活動。對於陸方關閉美駐成都總領事關的原因，日本媒體分析，可能和西藏問題和大陸在西南軍事活動有關。陸外交部網站發表聲明指出，是美方在21日突要陸方關閉駐休士頓總領事館，挺起此次紛爭事端，並抨擊美方此舉嚴重違反國際法，破壞兩國關係，而陸方舉措是對美方無理行徑的正當和必要反應，且符合國際法和外交慣例。大陸外交部發言人汪文斌更指出，「美駐成都總領館的一些人員從事與其身份不符的活動，干涉中國內政，損害中國的安全利益。」日本放送協會(NHK)報導，美國駐成都總領事館1985年設置以來，逐步擴大，從當初只有6名美國籍使館人員的規模，發展到現在有50名美國籍使館人員，和150名當地雇員。報導指出，美國駐成都總領事館的業務管轄範圍不只四川一省，還包括重慶在內的中國大陸西南地區。除此之外，美國駐成都大使館似乎還是美方觀察西藏形勢，和分析解放軍部隊在此區域部署與活動的重要據點。成都總領事館也曾是中美外交問題的舞台，2012年時任重慶市公安局局長王立軍亡命美國駐成都總領事館，引發「王立軍事件」。不過，美國並未同意王申請政治庇護的請求，之後他也被大陸國安部派員帶走，而該起事件導致當時的重慶市委書記薄熙來落馬。(中時新聞網)中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
中山神人級指導教授 林德昌18年來指導148碩士、29博士,全民瘋查論文弊案，有網友查出國民黨市長補選候選人李眉蓁的指導教授、國立中山大學教授林德昌的論文指導紀錄，發現「神人般的事實」。數據顯示，林德昌在90至107學年度間，一共「指導」了148位碩士、29位博士，網友質疑「到底怎麼辦到的」。據悉，一般研究所，通常一位教授、同一個學年最多只能指導2至4個學生。若教授指導的是博士生，對於碩士生就更無力顧及。但根據「臺灣博碩士論文知識加值系統」資料顯示，林德昌在90至107學年度，18個年裡，一共指導了148位碩士、29位博士。特別在李眉蓁畢業的96學年度，林德昌更是指導了21位碩士、3位博士。100學年度林德昌更是一口氣送出5位博士，網友大酸「有這種神人級教授，學生還不爭相拜入門下？」李眉蓁的碩士論文《台灣對中國大陸之貿易分析》，除林德昌擔任指導教授，另二位口試委員分別為現任東華大學副校長朱景鵬、以及政治大學國際關係研究中心中國社會經濟研究所主任趙甦成。林德昌曾為中國國民黨員，2003年接任中山大學大陸研究所長，現為中山大學中國與亞太區域研究所教授、中山大學國際非政府組織研究中心主任。(中時 )中時新聞網對留言系統使用者發布的文字、圖片或檔案保有片面修改或移除的權利。當使用者使用本網站留言服務時，表示已詳細閱讀並完全了解，且同意配合下述規定：違反上述規定者，中時新聞網有權刪除留言，或者直接封鎖帳號！請使用者在發言前，務必先閱讀留言板規則，謝謝配合。,blue
